7	151932824	150	5.084745762711864
7	151927320	150	9.278350515463917
7	151932897	150	6.122448979591836
7	151900146	150	0
7	151882564	150	3.3834586466165413
7	151927067	150	3.0303030303030303
7	151927089	150	5.084745762711864
7	151933173	150	13.588850174216027
7	151933181	150	13.636363636363637
7	151949756	150	0
7	151971015	150	5.136986301369864
7	151962257	150	3.0303030303030303
7	151962265	150	3.0303030303030303
7	151962294	150	3.0303030303030303
7	151962296	150	4.054054054054054
7	151933217	150	12.5
7	151933145	150	13.588850174216027
7	151874829	150	0
7	151927023	150	5.084745762711864
7	151962269	150	3.0303030303030303
7	151962290	150	3.0303030303030303
7	151927329	150	9.278350515463917
7	151932848	150	5.084745762711864
7	151945048	150	1.0067114093959733
7	151927016	150	5.084745762711864
7	151945305	150	5.084745762711864
7	152012411	150	0
7	151860599	150	0
7	151874797	150	0
7	151970876	150	4.054054054054054
7	151927094	150	5.084745762711864
7	151970859	150	4.054054054054054
7	151971023	150	5.136986301369864
7	151945109	150	2.0202020202020203
7	151945247	150	3.0303030303030303
7	151856011	150	23.076923076923077
7	151859914	150	0
