chr21	11049448
chr21	11049449
chr21	11049450
chr21	11049451
chr21	11049452
chr21	11049453
chr21	11049454
chr21	11049455
chr21	11049456
chr21	11049457
chr21	11049458
chr21	11049459
chr21	11049460
chr21	11049461
chr21	11049462
chr21	11049463
chr21	11049464
chr21	11049465
chr21	11049466
chr21	11049467
chr21	11049468
chr21	11049469
chr21	11049470
chr21	11049471
chr21	11049472
chr21	11049473
chr21	11049474
chr21	11049475
chr21	11049476
chr21	11049477
chr21	11049478
chr21	11049479
chr21	11049480
chr21	11049481
chr21	11049482
chr21	11049483
chr21	11049484
chr21	11049485
chr21	11049486
chr21	11049487
chr21	11049488
chr21	11049489
chr21	11049490
chr21	11049491
chr21	11049492
chr21	11049493
chr21	11049494
chr21	11049495
chr21	11049496
chr21	11049497
chr21	11049498
chr21	11049499
chr21	11049500
chr21	11049501
chr21	11049502
chr21	11049503
chr21	11049504
chr21	11049505
chr21	11049506
chr21	11049507
chr21	11049508
chr21	11049509
chr21	11049510
chr21	11049511
chr21	11049512
chr21	11049513
chr21	11049514
chr21	11049515
chr21	11049516
chr21	11049517
chr21	11049518
chr21	11049519
chr21	11049520
chr21	11049521
chr21	11049522
chr21	11049523
chr21	11049524
chr21	11049525
chr21	11049526
chr21	11049527
chr21	11049528
chr21	11049529
chr21	11049530
chr21	11049531
chr21	11049532
chr21	11049533
chr21	11049534
chr21	11049535
chr21	11049536
chr21	11049537
chr21	11049538
chr21	11049539
chr21	11049540
chr21	11049541
chr21	11049542
chr21	11049543
chr21	11049544
chr21	11049545
chr21	11049546
chr21	11049547
chr21	11049548
chr21	11049549
chr21	11049550
chr21	11049551
chr21	11049552
chr21	11049553
chr21	11049554
chr21	11049555
chr21	11049556
chr21	11049557
chr21	11049558
chr21	11049559
chr21	11049560
chr21	11049561
chr21	11049562
chr21	11049563
chr21	11049564
chr21	11049565
chr21	11049566
chr21	11049567
chr21	11049568
chr21	11049569
chr21	11049570
chr21	11049571
chr21	11049572
chr21	11049573
chr21	11049574
chr21	11049575
chr21	11049576
chr21	11049577
chr21	11049578
chr21	11049579
chr21	11049580
chr21	11049581
chr21	11049582
chr21	11049583
chr21	11049584
chr21	11049585
chr21	11049586
chr21	11049587
chr21	11049588
chr21	11049589
chr21	11049590
chr21	11049591
chr21	11049592
chr21	11049593
chr21	11049594
chr21	11049595
chr21	11049596
chr21	11049597
chr21	11049598
chr21	11049599
chr21	11049600
chr21	11049601
chr21	11049602
chr21	11049603
chr21	11049604
chr21	11049605
chr21	11049606
chr21	11049607
chr21	11049608
chr21	11049609
chr21	11049610
chr21	11049611
chr21	11049612
chr21	11049613
chr21	11049614
chr21	11049615
chr21	11049616
chr21	11049617
chr21	11049618
chr21	11049619
chr21	11049620
chr21	11049621
